cm^(-1),4,4_2,122,27,27_2
5254.81951,0.05717,0.09198,0.06293,0.16128,0.13707
5254.33733,0.05696,0.09099,0.06178,0.16035,0.13579
5253.85515,0.05625,0.0888,0.05983,0.15827,0.13363
5253.37296,0.05533,0.08631,0.05783,0.15599,0.13145
5252.89078,0.05457,0.08426,0.05641,0.1543,0.12989
5252.4086,0.05416,0.08295,0.05576,0.15348,0.12911
5251.92642,0.0541,0.08225,0.05569,0.15329,0.12887
5251.44424,0.05426,0.08193,0.05587,0.15338,0.12889
5250.96205,0.05449,0.08202,0.05611,0.15365,0.12907
5250.47987,0.05472,0.08278,0.0565,0.15431,0.12962
5249.99769,0.05503,0.08454,0.05732,0.15568,0.13085
5249.51551,0.05548,0.0873,0.05867,0.15781,0.1328
5249.03333,0.05607,0.09051,0.06033,0.16022,0.13504
5248.55114,0.05662,0.09318,0.0617,0.16206,0.13674
5248.06896,0.05687,0.09433,0.06224,0.16262,0.13715
5247.58678,0.0567,0.09365,0.06182,0.16176,0.13612
5247.1046,0.05626,0.09173,0.06086,0.16001,0.13429
5246.62242,0.05585,0.08965,0.06003,0.15825,0.13267
5246.14023,0.05576,0.08839,0.05979,0.15725,0.13202
5245.65805,0.05608,0.08834,0.06014,0.15727,0.13251
5245.17587,0.05662,0.08913,0.06069,0.15803,0.13368
5244.69369,0.05706,0.09001,0.06095,0.15883,0.13475
5244.21151,0.05722,0.09022,0.06062,0.15897,0.13505
5243.72932,0.05708,0.08943,0.05969,0.1581,0.13432
5243.24714,0.05673,0.08779,0.05837,0.15641,0.13278
5242.76496,0.05626,0.08575,0.05692,0.15443,0.13091
5242.28278,0.05565,0.0838,0.05551,0.15273,0.12921
5241.8006,0.05491,0.08228,0.05435,0.15162,0.12797
5241.31841,0.05413,0.08136,0.05362,0.15114,0.12731
5240.83623,0.05352,0.08108,0.05346,0.15113,0.12711
5240.35405,0.05323,0.08132,0.05379,0.15137,0.12718
5239.87187,0.05332,0.08184,0.05435,0.15167,0.12732
5239.38969,0.05364,0.0824,0.0548,0.15193,0.12741
5238.9075,0.054,0.08275,0.05493,0.15202,0.12749
5238.42532,0.05426,0.08284,0.05472,0.15187,0.12763
5237.94314,0.0544,0.08272,0.05432,0.15144,0.1279
5237.46096,0.05451,0.08251,0.05389,0.15081,0.12823
5236.97878,0.05465,0.08235,0.05355,0.15026,0.12853
5236.49659,0.05487,0.08233,0.0534,0.15015,0.12873
5236.01441,0.05513,0.08255,0.05352,0.15074,0.12888
5235.53223,0.05537,0.08307,0.05396,0.15201,0.12908
5235.05005,0.05546,0.08379,0.05464,0.1536,0.12932
5234.56787,0.05535,0.08451,0.05537,0.15499,0.12952
5234.08568,0.05502,0.08499,0.05595,0.15578,0.12958
5233.6035,0.0546,0.08519,0.0563,0.15592,0.12953
5233.12132,0.05425,0.0853,0.05646,0.15569,0.12957
5232.63914,0.05413,0.08557,0.05651,0.15546,0.12987
5232.15696,0.05426,0.08604,0.05646,0.1554,0.13041
5231.67477,0.05452,0.08645,0.05619,0.15539,0.13094
5231.19259,0.0547,0.08641,0.05565,0.15514,0.13112
5230.71041,0.05466,0.08574,0.05489,0.15442,0.13076
5230.22823,0.05436,0.08459,0.05415,0.15331,0.12992
5229.74605,0.05391,0.0834,0.05369,0.15216,0.12886
5229.26386,0.05348,0.08265,0.05371,0.15139,0.12793
5228.78168,0.05329,0.08266,0.05425,0.15139,0.12748
5228.2995,0.05349,0.0836,0.05527,0.15234,0.12776
5227.81732,0.05418,0.08541,0.05669,0.1542,0.12897
5227.33514,0.05524,0.08787,0.05836,0.15672,0.13107
5226.85295,0.05643,0.09049,0.06002,0.1594,0.13372
5226.37077,0.05739,0.0926,0.06124,0.16154,0.1362
5225.88859,0.05782,0.09351,0.0616,0.16247,0.13769
5225.40641,0.05758,0.09283,0.06089,0.1619,0.13768
5224.92423,0.05678,0.09075,0.0593,0.1601,0.13624
5224.44204,0.05568,0.08796,0.05728,0.15775,0.13399
5223.95986,0.05461,0.08529,0.05534,0.15555,0.13165
5223.47768,0.05376,0.08334,0.05377,0.15383,0.12967
5222.9955,0.0532,0.08224,0.05265,0.15258,0.12814
5222.51332,0.05285,0.08176,0.05196,0.15163,0.12694
5222.03113,0.0526,0.08158,0.05171,0.15089,0.12602
5221.54895,0.0524,0.08148,0.05191,0.15042,0.12546
5221.06677,0.0523,0.08145,0.05256,0.1504,0.12542
5220.58459,0.0524,0.08161,0.05352,0.15092,0.12599
5220.10241,0.05274,0.08206,0.05453,0.1519,0.12704
5219.62022,0.05329,0.08275,0.05533,0.15303,0.12824
5219.13804,0.05389,0.08347,0.05571,0.15396,0.12917
5218.65586,0.05436,0.08396,0.05562,0.15436,0.12948
5218.17368,0.05457,0.08405,0.05511,0.15412,0.12912
5217.6915,0.05448,0.08376,0.05438,0.15335,0.12833
5217.20931,0.05421,0.08324,0.05364,0.15236,0.12748
5216.72713,0.05389,0.08269,0.05308,0.15144,0.12688
5216.24495,0.05364,0.08224,0.05282,0.15079,0.12661
5215.76277,0.0535,0.08193,0.05287,0.15052,0.12658
5215.28059,0.05345,0.08178,0.05317,0.15062,0.12666
5214.7984,0.0535,0.08182,0.05363,0.15101,0.12679
5214.31622,0.05368,0.08205,0.05413,0.15155,0.12699
5213.83404,0.054,0.0824,0.0546,0.15205,0.12733
5213.35186,0.05442,0.08272,0.05494,0.15232,0.12779
5212.86968,0.05482,0.0829,0.05507,0.15227,0.12825
5212.38749,0.05504,0.0829,0.05498,0.15198,0.12854
5211.90531,0.05505,0.08287,0.05478,0.15174,0.1286
5211.42313,0.05493,0.08309,0.05473,0.15193,0.12861
5210.94095,0.05489,0.08385,0.05511,0.15287,0.12897
5210.45877,0.05509,0.0853,0.05598,0.15455,0.12999
5209.97658,0.05558,0.08727,0.05713,0.15658,0.13162
5209.4944,0.05629,0.08936,0.05818,0.15837,0.13345
5209.01222,0.05705,0.09116,0.05889,0.15959,0.13501
5208.53004,0.05773,0.09253,0.05937,0.16039,0.13615
5208.04786,0.05826,0.09363,0.05998,0.16128,0.1371
5207.56567,0.05866,0.0947,0.06095,0.16258,0.13812
5207.08349,0.05888,0.0956,0.06204,0.16404,0.13905
5206.60131,0.05885,0.09583,0.06266,0.1649,0.1393
5206.11913,0.05844,0.09485,0.06224,0.16449,0.13829
5205.63695,0.05767,0.09256,0.06072,0.16272,0.13599
5205.15476,0.05666,0.08946,0.05855,0.16018,0.13298
5204.67258,0.05568,0.08636,0.05639,0.15768,0.13011
5204.1904,0.05492,0.08397,0.05473,0.15577,0.12799
5203.70822,0.0545,0.08258,0.05373,0.1546,0.12678
5203.22604,0.0544,0.08208,0.05332,0.15403,0.12631
5202.74385,0.05449,0.08213,0.05333,0.15382,0.12628
5202.26167,0.05459,0.08225,0.05357,0.15369,0.12641
5201.77949,0.05451,0.0821,0.05385,0.15343,0.12652
5201.29731,0.05414,0.08159,0.05399,0.15289,0.12651
5200.81513,0.05354,0.08093,0.05395,0.15214,0.12638
5200.33294,0.05292,0.08051,0.05381,0.15144,0.12622
5199.85076,0.05253,0.08064,0.05374,0.15108,0.1262
5199.36858,0.05254,0.0814,0.05392,0.15125,0.12654
5198.8864,0.05295,0.08264,0.0544,0.15193,0.12735
5198.40422,0.05365,0.08411,0.05515,0.15297,0.12861
5197.92203,0.05447,0.0855,0.05601,0.1541,0.13002
5197.43985,0.05524,0.08652,0.05673,0.15502,0.13114
5196.95767,0.05579,0.0869,0.05709,0.15545,0.13159
5196.47549,0.05602,0.08653,0.05698,0.15519,0.13124
5195.99331,0.05589,0.08554,0.05646,0.15431,0.13025
5195.51112,0.05549,0.08427,0.05574,0.15311,0.12901
5195.02894,0.05496,0.08312,0.05504,0.15203,0.12789
5194.54676,0.05446,0.08235,0.05454,0.15141,0.12718
5194.06458,0.05408,0.082,0.05428,0.15139,0.12701
5193.5824,0.05388,0.08192,0.05424,0.15183,0.12731
5193.10021,0.05387,0.08196,0.05437,0.15245,0.12789
5192.61803,0.05397,0.082,0.05459,0.15292,0.12852
5192.13585,0.05406,0.08203,0.05486,0.15312,0.12903
5191.65367,0.054,0.08213,0.0551,0.15311,0.1294
5191.17149,0.05373,0.08237,0.05524,0.15308,0.1297
5190.6893,0.05333,0.08278,0.05521,0.15322,0.12996
5190.20712,0.05295,0.08327,0.05501,0.15352,0.13012
5189.72494,0.05275,0.08369,0.05466,0.15379,0.13001
5189.24276,0.05278,0.08386,0.05422,0.15377,0.12952
5188.76058,0.05299,0.08369,0.05374,0.15329,0.1287
5188.27839,0.05326,0.08323,0.05329,0.15248,0.12776
5187.79621,0.05352,0.08274,0.05302,0.1517,0.12704
5187.31403,0.05373,0.08255,0.05313,0.15141,0.12685
5186.83185,0.05391,0.08296,0.05374,0.15186,0.12731
5186.34967,0.05408,0.084,0.05476,0.15292,0.12827
5185.86748,0.05429,0.08539,0.05589,0.15412,0.12933
5185.3853,0.0545,0.08658,0.05667,0.15487,0.12999
5184.90312,0.05465,0.08705,0.05682,0.15484,0.12994
5184.42094,0.05467,0.08664,0.05635,0.15414,0.12921
5183.93876,0.05456,0.08561,0.05558,0.15324,0.12817
5183.45657,0.05436,0.08444,0.05486,0.15261,0.12731
5182.97439,0.05417,0.08356,0.05442,0.15244,0.12694
5182.49221,0.05404,0.08309,0.05426,0.1526,0.12707
5182.01003,0.05396,0.08288,0.05421,0.15281,0.12744
5181.52785,0.0539,0.08269,0.05413,0.15284,0.12767
5181.04566,0.05381,0.08243,0.05393,0.15265,0.12755
5180.56348,0.0537,0.08219,0.05366,0.15232,0.1271
5180.0813,0.05364,0.08217,0.05342,0.15197,0.12658
5179.59912,0.05366,0.08249,0.05336,0.15169,0.12623
5179.11694,0.05378,0.08307,0.05353,0.15153,0.12616
5178.63475,0.05391,0.08363,0.05389,0.15148,0.12625
5178.15257,0.054,0.0839,0.05431,0.15147,0.12632
5177.67039,0.05398,0.08381,0.05464,0.15144,0.12629
5177.18821,0.0539,0.08349,0.0548,0.15137,0.12627
5176.70603,0.05385,0.0832,0.05473,0.1513,0.12642
5176.22384,0.0539,0.08312,0.05446,0.15131,0.12681
5175.74166,0.05404,0.08323,0.05405,0.15141,0.12733
5175.25948,0.0542,0.08334,0.0536,0.15155,0.12774
5174.7773,0.05427,0.08321,0.05318,0.15158,0.12781
5174.29512,0.05418,0.08271,0.05282,0.15138,0.12747
5173.81293,0.05396,0.08192,0.05254,0.15093,0.12684
5173.33075,0.0537,0.08116,0.05235,0.15038,0.12618
5172.84857,0.05352,0.08079,0.05232,0.15,0.12577
5172.36639,0.05349,0.08106,0.0525,0.15001,0.12576
5171.88421,0.05357,0.08187,0.05288,0.15046,0.12611
5171.40202,0.0537,0.08283,0.05333,0.15114,0.12661
5170.91984,0.05376,0.08349,0.05365,0.15176,0.12697
5170.43766,0.05372,0.08361,0.0537,0.15206,0.12701
5169.95548,0.0536,0.08325,0.05351,0.152,0.12672
5169.4733,0.05346,0.08264,0.0532,0.15173,0.12628
5168.99111,0.05337,0.08206,0.05294,0.15146,0.12594
5168.50893,0.05336,0.08165,0.05282,0.15135,0.12589
5168.02675,0.05343,0.08144,0.05288,0.15143,0.12617
5167.54457,0.05355,0.08139,0.05308,0.15163,0.12671
5167.06239,0.05366,0.08143,0.05338,0.15186,0.12737
5166.5802,0.05372,0.08156,0.05378,0.15209,0.128
5166.09802,0.05371,0.08185,0.05432,0.15233,0.12855
5165.61584,0.05367,0.08236,0.05503,0.15261,0.12903
5165.13366,0.05362,0.08311,0.05583,0.1529,0.12945
5164.65148,0.05355,0.08394,0.05648,0.1531,0.12974
5164.16929,0.05343,0.08457,0.05668,0.15303,0.12975
5163.68711,0.05325,0.08474,0.05626,0.15259,0.12935
5163.20493,0.05308,0.0844,0.05536,0.15191,0.1286
5162.72275,0.05309,0.08375,0.05435,0.1513,0.12775
5162.24057,0.0534,0.08312,0.05363,0.15106,0.12712
5161.75838,0.05397,0.08275,0.05336,0.15131,0.12693
5161.2762,0.0546,0.08266,0.05348,0.15189,0.12715
5160.79402,0.05507,0.0827,0.05377,0.1525,0.12757
5160.31184,0.05528,0.08269,0.05406,0.15291,0.12799
5159.82966,0.05527,0.08258,0.05429,0.15308,0.12828
5159.34747,0.05522,0.08249,0.05447,0.15317,0.12846
5158.86529,0.05523,0.08258,0.05466,0.15334,0.12858
5158.38311,0.05533,0.08295,0.05485,0.15365,0.12866
5157.90093,0.05546,0.08352,0.05502,0.15401,0.1287
5157.41875,0.05554,0.08405,0.05512,0.15421,0.12868
5156.93656,0.05546,0.08432,0.05509,0.1541,0.12859
5156.45438,0.05519,0.08423,0.05493,0.15364,0.12842
5155.9722,0.05475,0.08382,0.05468,0.15291,0.12814
5155.49002,0.05426,0.08327,0.05445,0.15212,0.12773
5155.00784,0.05385,0.08272,0.05431,0.15147,0.12721
5154.52565,0.05361,0.08228,0.05428,0.15111,0.12666
5154.04347,0.05351,0.08198,0.05429,0.15107,0.12623
5153.56129,0.05344,0.08181,0.05428,0.15126,0.12604
5153.07911,0.05328,0.08175,0.05424,0.15154,0.12614
5152.59693,0.05298,0.08175,0.05419,0.15172,0.12646
5152.11474,0.05257,0.08179,0.05412,0.15166,0.12681
5151.63256,0.05215,0.08182,0.05402,0.15133,0.12698
5151.15038,0.05179,0.0818,0.05379,0.1508,0.12686
5150.6682,0.05154,0.0817,0.05342,0.15025,0.12646
5150.18602,0.05143,0.08149,0.05291,0.14984,0.12593
5149.70383,0.05147,0.08121,0.05238,0.14966,0.12546
5149.22165,0.05165,0.08092,0.05193,0.14967,0.12523
5148.73947,0.05192,0.08069,0.05165,0.14977,0.12525
5148.25729,0.05222,0.08055,0.05159,0.14986,0.12544
5147.7751,0.05247,0.08049,0.05171,0.1499,0.12568
5147.29292,0.05259,0.08046,0.05193,0.14988,0.12583
5146.81074,0.05255,0.08041,0.05213,0.14979,0.12585
5146.32856,0.05236,0.08029,0.05224,0.14962,0.12573
5145.84638,0.05211,0.08011,0.05223,0.14936,0.12555
5145.36419,0.05193,0.07988,0.05216,0.14906,0.1254
5144.88201,0.05197,0.07962,0.05211,0.14878,0.12533
5144.39983,0.05233,0.07944,0.05219,0.14859,0.12541
5143.91765,0.05295,0.07947,0.05245,0.14859,0.12569
5143.43547,0.05368,0.0798,0.05291,0.14885,0.12617
5142.95328,0.05431,0.0804,0.05345,0.1494,0.12685
5142.4711,0.05469,0.0811,0.05392,0.15013,0.1276
5141.98892,0.05476,0.08167,0.05412,0.15087,0.12824
5141.50674,0.05456,0.08193,0.05398,0.15145,0.12856
5141.02456,0.05416,0.0819,0.05355,0.15184,0.12845
5140.54237,0.05365,0.08171,0.05298,0.15214,0.12797
5140.06019,0.05316,0.08149,0.05244,0.15243,0.12729
5139.57801,0.0528,0.08131,0.05202,0.15269,0.12661
5139.09583,0.0527,0.08112,0.05176,0.15274,0.12606
5138.61365,0.05286,0.08089,0.05163,0.15241,0.1257
5138.13146,0.05319,0.08061,0.0516,0.15166,0.1255
5137.64928,0.05353,0.08034,0.05165,0.15069,0.1254
5137.1671,0.05374,0.08014,0.05175,0.14978,0.12533
5136.68492,0.05376,0.08002,0.05188,0.14919,0.12523
5136.20274,0.05366,0.07998,0.05207,0.14904,0.12512
5135.72055,0.05351,0.07999,0.05232,0.14926,0.12504
5135.23837,0.0534,0.08006,0.05261,0.14969,0.12509
5134.75619,0.05336,0.08021,0.05288,0.15014,0.12534
5134.27401,0.05338,0.08043,0.05307,0.15043,0.12577
5133.79183,0.05343,0.08069,0.05313,0.15053,0.12625
5133.30964,0.05349,0.08095,0.05311,0.15047,0.12666
5132.82746,0.05354,0.08115,0.05307,0.15036,0.12691
5132.34528,0.05355,0.08131,0.05311,0.1503,0.12701
5131.8631,0.05349,0.08144,0.05326,0.15035,0.12703
5131.38092,0.05336,0.08156,0.05347,0.15048,0.127
5130.89873,0.05325,0.08165,0.05363,0.15062,0.12691
5130.41655,0.05325,0.08165,0.05364,0.1507,0.12671
5129.93437,0.05342,0.0815,0.05344,0.15072,0.12637
5129.45219,0.05373,0.08125,0.0531,0.15072,0.12602
5128.97001,0.05403,0.08095,0.05276,0.15076,0.12581
5128.48782,0.05418,0.08071,0.05257,0.15084,0.12585
5128.00564,0.05417,0.0806,0.05263,0.15096,0.12611
5127.52346,0.05408,0.08062,0.05295,0.15109,0.12643
5127.04128,0.054,0.08071,0.05341,0.1512,0.12659
5126.5591,0.05395,0.08081,0.05378,0.15123,0.12645
5126.07691,0.05386,0.08084,0.05384,0.15108,0.12601
5125.59473,0.05363,0.08078,0.05349,0.15069,0.1254
5125.11255,0.05328,0.08063,0.05282,0.15015,0.12483
5124.63037,0.05292,0.08048,0.05211,0.14971,0.12446
5124.14819,0.05266,0.08039,0.05166,0.14966,0.12435
5123.666,0.05258,0.08039,0.05165,0.15012,0.12444
5123.18382,0.05265,0.08047,0.05201,0.15093,0.1246
5122.70164,0.05281,0.08056,0.05251,0.15175,0.12474
5122.21946,0.05302,0.0806,0.05294,0.15229,0.12488
5121.73728,0.0533,0.08057,0.0532,0.15247,0.12511
5121.25509,0.05363,0.0805,0.05332,0.15243,0.12552
5120.77291,0.05393,0.08046,0.05342,0.15238,0.12609
5120.29073,0.0541,0.08047,0.05357,0.15239,0.12668
5119.80855,0.05407,0.08055,0.05375,0.15243,0.12712
5119.32637,0.05391,0.08067,0.0539,0.15238,0.12731
5118.84418,0.05375,0.08081,0.05392,0.15218,0.12723
5118.362,0.0537,0.08097,0.05376,0.15191,0.12698
5117.87982,0.05375,0.08114,0.05341,0.15164,0.12665
5117.39764,0.05377,0.08131,0.05296,0.15138,0.12631
5116.91546,0.05363,0.08149,0.05254,0.15106,0.12596
5116.43327,0.05333,0.08164,0.05229,0.15065,0.12563
5115.95109,0.05296,0.08169,0.05227,0.15017,0.12534
5115.46891,0.05268,0.08157,0.05244,0.14975,0.12517
5114.98673,0.05254,0.08125,0.05266,0.14949,0.12518
5114.50455,0.05252,0.08084,0.05278,0.14935,0.12533
5114.02236,0.05257,0.08048,0.05274,0.14925,0.12551
5113.54018,0.05264,0.08031,0.05262,0.14911,0.12558
5113.058,0.05276,0.08041,0.05252,0.14894,0.12548
5112.57582,0.05296,0.08072,0.05255,0.14885,0.12526
5112.09364,0.05324,0.08113,0.05276,0.14896,0.12504
5111.61145,0.05351,0.08149,0.05309,0.14931,0.12497
5111.12927,0.0537,0.08167,0.05342,0.14986,0.12509
5110.64709,0.05371,0.08157,0.0536,0.15047,0.12536
5110.16491,0.05353,0.0812,0.05351,0.15098,0.12563
5109.68273,0.05322,0.0807,0.05317,0.15128,0.12578
5109.20054,0.05291,0.08027,0.05267,0.15134,0.12574
5108.71836,0.05275,0.08012,0.05218,0.15121,0.12558
5108.23618,0.05278,0.0803,0.05186,0.15099,0.12545
5107.754,0.05294,0.08067,0.05177,0.15079,0.12544
5107.27182,0.05311,0.08099,0.05188,0.15067,0.12558
5106.78963,0.05319,0.08108,0.05208,0.15062,0.12581
5106.30745,0.05316,0.0809,0.05223,0.15062,0.12603
5105.82527,0.0531,0.08055,0.05224,0.15064,0.12615
5105.34309,0.05308,0.08019,0.05212,0.15061,0.12615
5104.86091,0.05314,0.07993,0.05191,0.15048,0.12605
5104.37872,0.05326,0.07981,0.05172,0.15023,0.12595
5103.89654,0.05338,0.07982,0.05165,0.14991,0.12592
5103.41436,0.05343,0.07994,0.05174,0.14958,0.126
5102.93218,0.05339,0.08013,0.05197,0.14929,0.12614
5102.45,0.05324,0.08028,0.05222,0.14907,0.12619
5101.96781,0.05301,0.08028,0.05239,0.14892,0.12603
5101.48563,0.05274,0.08005,0.05237,0.14886,0.12568
5101.00345,0.05249,0.07962,0.05218,0.14893,0.1253
5100.52127,0.05228,0.07912,0.05193,0.14909,0.12507
5100.03909,0.05211,0.07869,0.05172,0.14927,0.12505
5099.5569,0.05195,0.07841,0.05163,0.14939,0.12516
5099.07472,0.05181,0.07831,0.05162,0.14939,0.12521
5098.59254,0.05172,0.07841,0.05162,0.14932,0.12508
5098.11036,0.05173,0.0787,0.05159,0.14928,0.12479
5097.62818,0.05189,0.07917,0.05155,0.14935,0.12443
5097.14599,0.05222,0.07973,0.05158,0.14957,0.12414
5096.66381,0.05267,0.08024,0.05174,0.1499,0.12402
5096.18163,0.05318,0.08063,0.052,0.15029,0.1241
5095.69945,0.05364,0.08089,0.05232,0.15064,0.12438
5095.21727,0.054,0.0811,0.05259,0.15087,0.12483
5094.73508,0.05418,0.08128,0.05275,0.1509,0.12536
5094.2529,0.05417,0.08143,0.05283,0.15074,0.12587
5093.77072,0.05399,0.0815,0.05289,0.15047,0.12626
5093.28854,0.05371,0.08147,0.05302,0.15023,0.12643
5092.80636,0.0534,0.08133,0.05321,0.1501,0.12636
5092.32417,0.05309,0.08112,0.05339,0.15008,0.12605
5091.84199,0.05281,0.08086,0.05346,0.15009,0.12558
5091.35981,0.05253,0.0806,0.0534,0.1501,0.12502
5090.87763,0.05226,0.08036,0.05324,0.15012,0.12449
5090.39545,0.05202,0.08009,0.05305,0.15016,0.12409
5089.91326,0.05183,0.0798,0.05287,0.15021,0.12387
5089.43108,0.05176,0.07948,0.05269,0.1502,0.12382
5088.9489,0.0518,0.07923,0.0525,0.1501,0.12384
5088.46672,0.05193,0.0791,0.05234,0.14991,0.12382
5087.98454,0.05214,0.07914,0.05223,0.14972,0.12372
5087.50235,0.05241,0.07933,0.05218,0.14964,0.12362
5087.02017,0.05275,0.07963,0.05218,0.14974,0.12368
5086.53799,0.05318,0.07999,0.05221,0.14997,0.12402
5086.05581,0.05363,0.08037,0.05225,0.15024,0.12462
5085.57363,0.05402,0.08069,0.05229,0.15044,0.12533
5085.09144,0.05423,0.08087,0.05233,0.15052,0.12595
5084.60926,0.05423,0.08088,0.05238,0.15053,0.12635
5084.12708,0.05405,0.08075,0.05248,0.15058,0.12651
5083.6449,0.05381,0.08053,0.05268,0.15075,0.12643
5083.16272,0.05366,0.0803,0.05304,0.15103,0.1262
5082.68053,0.05369,0.08014,0.05356,0.15135,0.1259
5082.19835,0.05385,0.08013,0.05413,0.1516,0.1256
5081.71617,0.05402,0.08032,0.05458,0.15166,0.12534
5081.23399,0.05402,0.08071,0.05477,0.1515,0.12512
5080.75181,0.05376,0.08117,0.05464,0.15114,0.12489
5080.26962,0.05328,0.08151,0.05426,0.1507,0.12468
5079.78744,0.05275,0.08161,0.05378,0.15035,0.12455
5079.30526,0.05231,0.08146,0.05335,0.15024,0.12458
5078.82308,0.05203,0.08113,0.05302,0.15034,0.12477
5078.3409,0.05187,0.08072,0.05278,0.1505,0.12504
5077.85871,0.0517,0.08029,0.05252,0.15052,0.1253
5077.37653,0.05149,0.07986,0.05221,0.15032,0.12548
5076.89435,0.05128,0.07945,0.05188,0.14997,0.12559
5076.41217,0.05118,0.0791,0.05161,0.14967,0.12565
5075.92999,0.05128,0.07887,0.05145,0.14953,0.12561
5075.4478,0.05158,0.07877,0.05141,0.14958,0.12546
5074.96562,0.052,0.07875,0.05144,0.14972,0.12521
5074.48344,0.05244,0.07876,0.0515,0.14987,0.12495
5074.00126,0.05285,0.07872,0.0516,0.14999,0.12483
5073.51908,0.05322,0.07867,0.05181,0.15009,0.12492
5073.03689,0.05362,0.07865,0.05214,0.15013,0.12515
5072.55471,0.054,0.07869,0.05253,0.1501,0.12538
5072.07253,0.05428,0.07881,0.05282,0.14996,0.12546
5071.59035,0.05435,0.07898,0.05288,0.14975,0.12537
5071.10817,0.05418,0.07922,0.05271,0.14959,0.12523
5070.62598,0.05387,0.07956,0.05243,0.14957,0.12526
5070.1438,0.0536,0.08002,0.05223,0.14974,0.12558
5069.66162,0.05347,0.08052,0.05224,0.15002,0.12613
5069.17944,0.0535,0.08098,0.05247,0.15028,0.12672
5068.69726,0.0536,0.08127,0.05281,0.15043,0.12713
5068.21507,0.05365,0.08136,0.05316,0.15046,0.12728
5067.73289,0.05357,0.0813,0.0534,0.15044,0.1272
5067.25071,0.05333,0.08117,0.05351,0.15042,0.12701
5066.76853,0.05294,0.08107,0.05349,0.15037,0.12677
5066.28635,0.05249,0.08105,0.0534,0.15024,0.12647
5065.80416,0.0521,0.08105,0.05326,0.15002,0.1261
5065.32198,0.05188,0.081,0.05306,0.14981,0.12566
5064.8398,0.05188,0.08084,0.05278,0.14969,0.12522
5064.35762,0.05202,0.08053,0.05243,0.14967,0.12486
5063.87544,0.05215,0.08015,0.05206,0.14966,0.12462
5063.39325,0.05219,0.07976,0.05176,0.14956,0.12451
5062.91107,0.05214,0.07942,0.05155,0.14938,0.12452
5062.42889,0.05211,0.07917,0.05144,0.14922,0.12463
5061.94671,0.0522,0.07902,0.05142,0.1492,0.12477
5061.46453,0.05239,0.07903,0.05151,0.1493,0.12489
5060.98234,0.05262,0.07922,0.05173,0.14943,0.12495
5060.50016,0.05276,0.07957,0.05205,0.14947,0.12497
5060.01798,0.05277,0.07998,0.05239,0.1494,0.125
5059.5358,0.05268,0.08028,0.05265,0.14925,0.12507
5059.05362,0.0526,0.08035,0.05275,0.1491,0.12513
5058.57143,0.0526,0.08021,0.05272,0.14896,0.12509
5058.08925,0.05268,0.07997,0.05266,0.14884,0.12493
5057.60707,0.05276,0.07982,0.05262,0.14869,0.1247
5057.12489,0.05271,0.07985,0.05262,0.14851,0.12451
5056.64271,0.05247,0.08004,0.05258,0.14828,0.12444
5056.16052,0.05211,0.08029,0.05239,0.14802,0.12452
5055.67834,0.05176,0.08048,0.05204,0.14778,0.1247
5055.19616,0.05159,0.08059,0.05161,0.14762,0.12493
5054.71398,0.05165,0.08064,0.05123,0.14758,0.12516
5054.2318,0.05185,0.08064,0.05096,0.14765,0.12531
5053.74961,0.05206,0.08053,0.05081,0.14779,0.12526
5053.26743,0.05214,0.08025,0.05075,0.14796,0.12494
5052.78525,0.0521,0.07984,0.05075,0.14813,0.12439
5052.30307,0.05208,0.07942,0.05084,0.1483,0.12379
5051.82089,0.0522,0.07915,0.05104,0.14845,0.12339
5051.3387,0.05247,0.07908,0.05134,0.14854,0.12338
5050.85652,0.05279,0.07915,0.05163,0.14858,0.12379
5050.37434,0.05296,0.07922,0.05179,0.14856,0.12445
5049.89216,0.05289,0.07919,0.05172,0.14856,0.12511
5049.40998,0.05264,0.07908,0.05143,0.14865,0.12556
5048.92779,0.05238,0.07901,0.05105,0.14887,0.12569
5048.44561,0.05229,0.07911,0.05077,0.14925,0.1256
5047.96343,0.05244,0.07945,0.05072,0.14974,0.12543
5047.48125,0.05272,0.08,0.05095,0.15024,0.12534
5046.99907,0.05296,0.08061,0.05139,0.15065,0.1254
5046.51688,0.05306,0.08111,0.05188,0.15088,0.12553
5046.0347,0.05299,0.08137,0.05231,0.15093,0.12561
5045.55252,0.05279,0.08132,0.05255,0.15082,0.1255
5045.07034,0.05255,0.08099,0.05256,0.15058,0.12518
5044.58816,0.05232,0.08051,0.05233,0.15022,0.12476
5044.10597,0.05212,0.08003,0.05192,0.14973,0.12436
5043.62379,0.05198,0.07963,0.05141,0.14915,0.12409
5043.14161,0.05192,0.07932,0.05096,0.14858,0.12392
5042.65943,0.05196,0.07907,0.05068,0.14819,0.12381
5042.17725,0.05213,0.07884,0.05062,0.14813,0.12373
5041.69506,0.05239,0.07866,0.05075,0.14845,0.12374
5041.21288,0.05266,0.07853,0.05102,0.14906,0.12389
5040.7307,0.05283,0.07844,0.05133,0.14977,0.12416
5040.24852,0.05284,0.07836,0.05161,0.15034,0.12443
5039.76634,0.05269,0.0783,0.0518,0.15064,0.12461
5039.28415,0.05247,0.07834,0.05187,0.15066,0.12467
5038.80197,0.05231,0.07855,0.05184,0.15053,0.12469
5038.31979,0.05225,0.07892,0.05172,0.15037,0.12477
5037.83761,0.05232,0.07935,0.05156,0.15028,0.12494
