cm^(-1),4,4_2,122,27,27_2
6783.33647,0.07003,0.10468,0.07288,0.17397,0.14855
6782.85429,0.07042,0.10468,0.07399,0.1746,0.14865
6782.37211,0.07137,0.1045,0.07529,0.17456,0.14967
6781.88993,0.07244,0.10401,0.07595,0.17384,0.15105
6781.40774,0.07297,0.10307,0.07525,0.17266,0.15201
6780.92556,0.07258,0.10179,0.07315,0.17155,0.15209
6780.44338,0.07157,0.10064,0.07034,0.17107,0.15143
6779.9612,0.07055,0.10022,0.06778,0.17161,0.15059
6779.47902,0.06997,0.10085,0.06606,0.17313,0.15009
6778.99683,0.06979,0.10233,0.06526,0.17528,0.1501
6778.51465,0.06965,0.10405,0.06514,0.17758,0.15049
6778.03247,0.06932,0.1053,0.06544,0.1796,0.15103
6777.55029,0.06888,0.10571,0.06598,0.18093,0.15158
6777.06811,0.06858,0.10534,0.06653,0.18115,0.15194
6776.58592,0.06848,0.10453,0.06666,0.17991,0.15176
6776.10374,0.06834,0.1036,0.06595,0.17717,0.15063
6775.62156,0.06792,0.10269,0.06437,0.17342,0.14852
6775.13938,0.06728,0.10183,0.06249,0.16975,0.1461
6774.6572,0.06689,0.10112,0.06129,0.16742,0.1446
6774.17501,0.06724,0.10078,0.06163,0.16733,0.1451
6773.69283,0.06839,0.101,0.06365,0.16943,0.1478
6773.21065,0.06984,0.1017,0.06663,0.17272,0.15187
6772.72847,0.07082,0.10255,0.06931,0.17574,0.15594
6772.24629,0.07079,0.10318,0.07064,0.1772,0.15884
6771.7641,0.06976,0.10353,0.07027,0.17666,0.16009
6771.28192,0.06818,0.10381,0.0687,0.1746,0.15981
6770.79974,0.06659,0.10431,0.06687,0.17214,0.15851
6770.31756,0.0654,0.10512,0.06563,0.17041,0.15687
6769.83538,0.06482,0.10597,0.06539,0.16996,0.15558
6769.35319,0.06492,0.1064,0.06612,0.17058,0.15509
6768.87101,0.06571,0.10605,0.0675,0.1716,0.15534
6768.38883,0.06704,0.10484,0.06911,0.17242,0.15576
6767.90665,0.06859,0.10309,0.07058,0.17283,0.15564
6767.42447,0.06985,0.1013,0.07163,0.1729,0.15461
6766.94228,0.07036,0.09995,0.0721,0.17262,0.15289
6766.4601,0.06993,0.09931,0.07202,0.17178,0.15109
6765.97792,0.06883,0.09933,0.07147,0.1702,0.1498
6765.49574,0.06766,0.09978,0.0705,0.16819,0.14935
6765.01356,0.067,0.10031,0.06917,0.16654,0.14973
6764.53137,0.06706,0.10061,0.0676,0.16607,0.15075
6764.04919,0.06762,0.10046,0.0661,0.16706,0.15221
6763.56701,0.06823,0.0998,0.06506,0.16909,0.15391
6763.08483,0.06846,0.09881,0.06475,0.17135,0.15563
6762.60265,0.06809,0.09783,0.06513,0.17308,0.15703
6762.12046,0.06719,0.09723,0.06592,0.17394,0.15766
6761.63828,0.06604,0.09716,0.06677,0.17405,0.1572
6761.1561,0.0651,0.09749,0.06745,0.17375,0.15566
6760.67392,0.06484,0.09797,0.06798,0.17339,0.15354
6760.19174,0.06543,0.09849,0.06847,0.17321,0.15152
6759.70955,0.06658,0.09914,0.06898,0.17328,0.15008
6759.22737,0.06769,0.10002,0.06945,0.17362,0.14922
6758.74519,0.06826,0.10105,0.06971,0.17426,0.14866
6758.26301,0.06826,0.10192,0.06968,0.17522,0.14825
6757.78083,0.0682,0.1023,0.06944,0.17641,0.14808
6757.29864,0.06871,0.10209,0.06916,0.17756,0.14832
6756.81646,0.07005,0.10147,0.06897,0.17825,0.14894
6756.33428,0.07188,0.10072,0.06879,0.17818,0.14968
6755.8521,0.07345,0.09999,0.06841,0.17743,0.1503
6755.36992,0.07411,0.09922,0.06769,0.1764,0.15085
6754.88773,0.07366,0.09831,0.06674,0.17557,0.15162
6754.40555,0.07246,0.09735,0.06598,0.17522,0.15282
6753.92337,0.07122,0.09663,0.06585,0.17533,0.15427
6753.44119,0.07057,0.09655,0.06654,0.1757,0.15544
6752.95901,0.07084,0.09738,0.06787,0.17614,0.15575
6752.47682,0.07188,0.09913,0.06933,0.17659,0.15504
6751.99464,0.07319,0.10155,0.0704,0.17702,0.15362
6751.51246,0.07411,0.10416,0.07078,0.17728,0.15213
6751.03028,0.07425,0.10641,0.07046,0.17715,0.15119
6750.5481,0.07359,0.10778,0.06962,0.17653,0.15108
6750.06591,0.07251,0.10804,0.0685,0.17552,0.15168
6749.58373,0.07149,0.10741,0.06726,0.17451,0.15256
6749.10155,0.07082,0.10645,0.06602,0.17388,0.15322
6748.61937,0.07051,0.10578,0.06495,0.17374,0.15341
6748.13719,0.07043,0.10569,0.06429,0.1738,0.15319
6747.655,0.07047,0.10594,0.06434,0.17351,0.15288
6747.17282,0.07066,0.10606,0.06527,0.17257,0.15275
6746.69064,0.0711,0.1057,0.06704,0.17116,0.15287
6746.20846,0.07177,0.1048,0.06929,0.17,0.15308
6745.72628,0.07252,0.10358,0.07141,0.16988,0.15311
6745.24409,0.07314,0.10225,0.07278,0.17113,0.15275
6744.76191,0.07348,0.10094,0.07307,0.17348,0.15196
6744.27973,0.0735,0.09983,0.07249,0.17618,0.15093
6743.79755,0.07333,0.09918,0.07165,0.17851,0.14998
6743.31537,0.07318,0.09933,0.07121,0.18013,0.14942
6742.83318,0.07317,0.10035,0.07143,0.18109,0.14941
6742.351,0.07315,0.10189,0.07193,0.18149,0.14975
6741.86882,0.07265,0.10325,0.07195,0.18115,0.14998
6741.38664,0.07112,0.10376,0.07083,0.17971,0.14955
6740.90446,0.06832,0.10322,0.06838,0.17698,0.14817
6740.42227,0.06461,0.10196,0.06505,0.17335,0.14602
6739.94009,0.06085,0.10059,0.06171,0.16978,0.14361
6739.45791,0.05804,0.09965,0.05919,0.16729,0.14153
6738.97573,0.05675,0.09931,0.05796,0.16634,0.14018
6738.49355,0.05692,0.09943,0.05789,0.16653,0.13961
6738.01136,0.05802,0.09977,0.05852,0.1669,0.13978
6737.52918,0.05943,0.10011,0.05935,0.16665,0.14066
6737.047,0.06075,0.10035,0.06023,0.16568,0.14233
6736.56482,0.06187,0.10046,0.06134,0.1646,0.14475
6736.08264,0.06288,0.10056,0.06296,0.16418,0.14757
6735.60045,0.06386,0.10085,0.06509,0.16487,0.15012
6735.11827,0.06484,0.10157,0.06736,0.1666,0.15169
6734.63609,0.06588,0.10285,0.06921,0.169,0.15187
6734.15391,0.06705,0.10461,0.07015,0.1716,0.15075
6733.67173,0.0684,0.10656,0.07002,0.17397,0.14878
6733.18954,0.06982,0.1083,0.06904,0.17572,0.14647
6732.70736,0.07105,0.10949,0.06779,0.17653,0.14419
6732.22518,0.07185,0.10993,0.06689,0.17631,0.14228
6731.743,0.0722,0.10954,0.06675,0.17528,0.14111
6731.26082,0.07225,0.10834,0.06732,0.17397,0.1411
6730.77863,0.0722,0.10651,0.06817,0.17296,0.14252
6730.29645,0.07214,0.10444,0.06878,0.17275,0.14527
6729.81427,0.07195,0.10261,0.06889,0.17355,0.14878
6729.33209,0.07151,0.10139,0.06844,0.17522,0.15211
6728.84991,0.0707,0.10082,0.0675,0.17723,0.15425
6728.36772,0.06949,0.10058,0.0661,0.17881,0.15452
6727.88554,0.06797,0.10039,0.0645,0.17938,0.15305
6727.40336,0.06641,0.10032,0.06329,0.17894,0.15083
6726.92118,0.06522,0.10081,0.06324,0.178,0.14926
6726.439,0.06477,0.10217,0.06473,0.17717,0.14935
6725.95681,0.06511,0.10409,0.06738,0.17658,0.15105
6725.47463,0.06587,0.10557,0.0701,0.17579,0.15321
6724.99245,0.06647,0.10551,0.07174,0.17427,0.15435
6724.51027,0.06652,0.10351,0.07173,0.17197,0.1536
6724.02809,0.06608,0.10016,0.07027,0.16954,0.15126
6723.5459,0.06554,0.09676,0.06807,0.16793,0.14853
6723.06372,0.0653,0.09456,0.06594,0.1678,0.14673
6722.58154,0.0655,0.09429,0.06455,0.16908,0.14664
6722.09936,0.06597,0.0959,0.06431,0.17109,0.14817
6721.61718,0.06644,0.09879,0.06533,0.17298,0.1505
6721.13499,0.06672,0.10209,0.06743,0.17423,0.15257
6720.65281,0.06678,0.10504,0.07005,0.17479,0.15356
6720.17063,0.06665,0.10718,0.0724,0.17494,0.15328
6719.68845,0.06634,0.10844,0.07379,0.17493,0.15212
6719.20627,0.06582,0.10893,0.07393,0.17482,0.1507
6718.72408,0.06512,0.10868,0.07299,0.17451,0.14948
6718.2419,0.06437,0.10759,0.07145,0.17391,0.14856
6717.75972,0.06384,0.10567,0.06967,0.17305,0.14783
6717.27754,0.06375,0.1033,0.06781,0.17203,0.14724
6716.79536,0.06416,0.10119,0.06583,0.17092,0.14687
6716.31317,0.06492,0.09991,0.06383,0.16966,0.14687
6715.83099,0.06575,0.09952,0.06208,0.1682,0.14722
6715.34881,0.0664,0.09944,0.0609,0.16667,0.14767
6714.86663,0.06677,0.09896,0.0604,0.1654,0.14789
6714.38445,0.06696,0.09782,0.06036,0.16486,0.1477
6713.90226,0.0672,0.09635,0.06052,0.16533,0.14724
6713.42008,0.06766,0.09531,0.06081,0.16669,0.14696
6712.9379,0.06839,0.09533,0.06149,0.16844,0.14735
6712.45572,0.06925,0.09658,0.06294,0.16994,0.14873
6711.97354,0.07005,0.09871,0.06527,0.17076,0.15093
6711.49135,0.07067,0.10101,0.0681,0.17083,0.15323
6711.00917,0.07106,0.10272,0.07075,0.17049,0.15465
6710.52699,0.07122,0.10332,0.07253,0.1702,0.15448
6710.04481,0.07109,0.10276,0.07314,0.1703,0.15273
6709.56263,0.07063,0.10148,0.07276,0.17083,0.15022
6709.08044,0.06997,0.10021,0.07189,0.17155,0.14814
6708.59826,0.06942,0.09969,0.07109,0.17204,0.14731
6708.11608,0.06931,0.10024,0.07076,0.17202,0.14783
6707.6339,0.06969,0.10159,0.07098,0.17144,0.14914
6707.15172,0.07018,0.10295,0.07154,0.17059,0.15052
6706.66953,0.07026,0.10352,0.07201,0.16985,0.15149
6706.18735,0.06968,0.10296,0.07188,0.16961,0.15197
6705.70517,0.06869,0.10172,0.07093,0.1701,0.15211
6705.22299,0.06785,0.10072,0.0694,0.17144,0.15214
6704.74081,0.06766,0.10073,0.06798,0.17359,0.15218
6704.25862,0.06819,0.10185,0.06738,0.17624,0.15229
6703.77644,0.06923,0.10355,0.0679,0.17882,0.15243
6703.29426,0.07043,0.10506,0.06924,0.18063,0.15239
6702.81208,0.07145,0.10585,0.07066,0.1812,0.15187
6702.3299,0.07195,0.10575,0.07135,0.18041,0.15061
6701.84771,0.0715,0.10484,0.07086,0.17852,0.14856
6701.36553,0.06984,0.10339,0.06926,0.17598,0.14605
6700.88335,0.06709,0.1019,0.06711,0.17335,0.14365
6700.40117,0.06392,0.10102,0.06525,0.17123,0.14198
6699.91898,0.06127,0.10121,0.06436,0.17014,0.14142
6699.4368,0.05988,0.10235,0.06455,0.17035,0.14202
6698.95462,0.05992,0.10373,0.06535,0.17171,0.1435
6698.47244,0.06102,0.10452,0.06601,0.17372,0.14548
6697.99026,0.06263,0.10429,0.06611,0.17572,0.14757
6697.50807,0.06434,0.10322,0.06567,0.17711,0.14944
6697.02589,0.06592,0.10185,0.06498,0.17755,0.15075
6696.54371,0.06727,0.10064,0.06424,0.17697,0.15124
6696.06153,0.06825,0.09984,0.06343,0.17562,0.15089
6695.57935,0.06868,0.09951,0.06254,0.17398,0.14994
6695.09716,0.06853,0.09963,0.06178,0.1726,0.14877
6694.61498,0.06795,0.1,0.0615,0.17186,0.1477
6694.1328,0.06726,0.10024,0.06189,0.17179,0.14681
6693.65062,0.06672,0.09993,0.06271,0.17211,0.14617
6693.16844,0.06639,0.09888,0.06348,0.17246,0.14592
6692.68625,0.06617,0.09738,0.06389,0.1727,0.14638
6692.20407,0.06601,0.09605,0.06408,0.17302,0.14769
6691.72189,0.06595,0.09541,0.0645,0.17378,0.14959
6691.23971,0.06614,0.0956,0.06543,0.17527,0.15136
6690.75753,0.06664,0.09633,0.06671,0.17738,0.1522
6690.27534,0.06733,0.09719,0.06786,0.17954,0.15171
6689.79316,0.06803,0.09797,0.06846,0.18096,0.15018
6689.31098,0.06861,0.09877,0.06849,0.18106,0.14826
6688.8288,0.06905,0.09972,0.06823,0.17986,0.14649
6688.34662,0.06933,0.10078,0.06795,0.17791,0.14493
6687.86443,0.06933,0.1016,0.06769,0.17596,0.14332
6687.38225,0.06891,0.10176,0.06735,0.17446,0.14154
6686.90007,0.06806,0.10106,0.06694,0.17342,0.13992
6686.41789,0.067,0.09973,0.06669,0.17258,0.13902
6685.93571,0.06609,0.09833,0.06688,0.17175,0.13918
6685.45352,0.0656,0.09742,0.06764,0.17104,0.14015
6684.97134,0.06561,0.09731,0.06876,0.17077,0.1413
6684.48916,0.0659,0.09793,0.06983,0.17122,0.14211
6684.00698,0.06612,0.09888,0.07044,0.17233,0.14246
6683.5248,0.06598,0.09973,0.07033,0.1737,0.14261
6683.04261,0.06546,0.10015,0.06955,0.17489,0.14285
6682.56043,0.06491,0.10007,0.06841,0.17562,0.14328
6682.07825,0.06488,0.09966,0.06733,0.17586,0.14391
6681.59607,0.06576,0.09911,0.06659,0.17571,0.14472
6681.11389,0.06743,0.09862,0.06622,0.1752,0.14561
6680.6317,0.06924,0.09831,0.06604,0.17437,0.14635
6680.14952,0.07037,0.09823,0.06593,0.17335,0.14658
6679.66734,0.07031,0.0984,0.0659,0.17237,0.14604
6679.18516,0.06913,0.09872,0.06607,0.17164,0.14487
6678.70298,0.06739,0.09898,0.0665,0.17129,0.14356
6678.22079,0.06577,0.09898,0.06707,0.17132,0.1427
6677.73861,0.06477,0.09865,0.06763,0.17174,0.14263
6677.25643,0.06444,0.0981,0.06806,0.17249,0.14331
6676.77425,0.06448,0.09753,0.0683,0.17333,0.14439
6676.29207,0.06436,0.09712,0.06826,0.17379,0.14535
6675.80988,0.06369,0.09695,0.06781,0.17344,0.1457
6675.3277,0.06251,0.0971,0.0669,0.17231,0.14527
6674.84552,0.06136,0.09772,0.06575,0.17098,0.14435
6674.36334,0.06107,0.09899,0.0648,0.17027,0.14366
6673.88116,0.06226,0.10097,0.06453,0.1706,0.14397
6673.39897,0.06499,0.10341,0.0652,0.17176,0.14558
6672.91679,0.0687,0.1057,0.0667,0.17308,0.14808
6672.43461,0.07246,0.10706,0.06861,0.174,0.1506
6671.95243,0.07537,0.10705,0.07034,0.1744,0.15233
6671.47025,0.07694,0.10578,0.07141,0.17455,0.15296
6670.98806,0.07712,0.10396,0.07146,0.17475,0.15265
6670.50588,0.07619,0.1024,0.07041,0.17511,0.15175
6670.0237,0.07457,0.10163,0.06851,0.17549,0.15052
6669.54152,0.07267,0.10158,0.0663,0.17568,0.14911
6669.05934,0.07085,0.10183,0.06446,0.17558,0.14774
6668.57715,0.06944,0.10191,0.06359,0.1753,0.14678
6668.09497,0.06862,0.10161,0.06388,0.17501,0.14655
6667.61279,0.06824,0.10095,0.06501,0.17478,0.147
6667.13061,0.06787,0.10017,0.06632,0.17455,0.14764
6666.64843,0.06702,0.0996,0.06717,0.1742,0.14782
6666.16624,0.06568,0.09955,0.0673,0.17379,0.14729
6665.68406,0.0644,0.10022,0.06698,0.17364,0.14649
6665.20188,0.06404,0.10155,0.06675,0.17416,0.14629
6664.7197,0.06507,0.10319,0.06708,0.17559,0.14736
6664.23752,0.06719,0.10464,0.06815,0.17777,0.1496
6663.75533,0.06947,0.10551,0.06977,0.1801,0.15221
6663.27315,0.07101,0.10569,0.07161,0.1819,0.15427
6662.79097,0.07152,0.1054,0.0732,0.18275,0.15527
6662.30879,0.0713,0.10497,0.07409,0.18277,0.15536
6661.82661,0.0708,0.10471,0.07383,0.18237,0.15499
6661.34442,0.07024,0.10469,0.07218,0.1819,0.15454
6660.86224,0.06953,0.10481,0.06935,0.18129,0.15411
6660.38006,0.06864,0.10492,0.06609,0.18016,0.15367
6659.89788,0.06779,0.10499,0.06352,0.17834,0.15315
6659.4157,0.0673,0.10508,0.0626,0.17615,0.15248
6658.93351,0.06725,0.10514,0.06359,0.17428,0.15152
6658.45133,0.06734,0.10496,0.06587,0.17331,0.15015
6657.96915,0.06715,0.10432,0.06834,0.17326,0.1484
6657.48697,0.06663,0.10322,0.07013,0.17374,0.1466
6657.00479,0.0662,0.102,0.07105,0.17434,0.14529
6656.5226,0.06641,0.10114,0.07154,0.17497,0.14485
6656.04042,0.06743,0.10092,0.07217,0.17571,0.14527
6655.55824,0.06888,0.1013,0.07313,0.17657,0.14615
6655.07606,0.07012,0.10199,0.07413,0.17734,0.14696
6654.59388,0.07061,0.10265,0.07466,0.17777,0.14735
6654.11169,0.07021,0.10305,0.07439,0.17783,0.14735
6653.62951,0.06917,0.10308,0.07337,0.17773,0.14729
6653.14733,0.0679,0.10274,0.07193,0.17764,0.14761
6652.66515,0.06679,0.10209,0.07046,0.17749,0.14857
6652.18297,0.06612,0.10125,0.06927,0.17697,0.15002
6651.70078,0.06599,0.10031,0.06844,0.17579,0.15142
6651.2186,0.06634,0.09939,0.06795,0.17405,0.15213
6650.73642,0.06701,0.09865,0.06772,0.17231,0.15184
6650.25424,0.06789,0.09831,0.06769,0.1713,0.15075
6649.77206,0.06885,0.09851,0.06783,0.17147,0.14949
6649.28987,0.06983,0.09916,0.06814,0.17273,0.14861
6648.80769,0.0708,0.09999,0.06861,0.17448,0.14831
6648.32551,0.07181,0.10075,0.06928,0.1761,0.14845
6647.84333,0.07293,0.10136,0.07011,0.1773,0.14884
6647.36115,0.07408,0.10186,0.07089,0.17809,0.14941
6646.87896,0.07499,0.10221,0.07128,0.17867,0.15016
6646.39678,0.07525,0.10229,0.07103,0.17914,0.15096
6645.9146,0.07465,0.10211,0.07024,0.17957,0.15153
6645.43242,0.0734,0.10192,0.06941,0.18003,0.15163
6644.95024,0.07198,0.1021,0.06915,0.18054,0.15126
6644.46805,0.07082,0.10274,0.06968,0.18095,0.15064
6643.98587,0.07005,0.10349,0.07064,0.18093,0.15008
6643.50369,0.06953,0.10379,0.07126,0.1802,0.14965
6643.02151,0.06907,0.10334,0.071,0.17883,0.14924
6642.53933,0.06859,0.10234,0.06983,0.17731,0.14872
6642.05714,0.0682,0.10127,0.06825,0.17621,0.14817
6641.57496,0.06799,0.10044,0.06686,0.17575,0.14782
6641.09278,0.06798,0.09977,0.06598,0.17571,0.14782
6640.6106,0.06805,0.09904,0.06552,0.17557,0.14801
6640.12842,0.06802,0.09818,0.06519,0.17491,0.14799
6639.64623,0.06769,0.09752,0.06473,0.1737,0.14746
6639.16405,0.06696,0.09749,0.06412,0.17225,0.14652
6638.68187,0.06592,0.09828,0.06351,0.17093,0.14557
6638.19969,0.0648,0.09962,0.06313,0.16993,0.14503
6637.71751,0.06385,0.10092,0.0631,0.16921,0.14505
6637.23532,0.06318,0.10172,0.06339,0.16865,0.14554
6636.75314,0.06284,0.10195,0.06393,0.16822,0.14638
6636.27096,0.06281,0.10193,0.06465,0.1681,0.14757
6635.78878,0.06311,0.10203,0.06556,0.16841,0.14903
6635.3066,0.06369,0.10233,0.06663,0.16914,0.15049
6634.82441,0.06437,0.10261,0.06769,0.17009,0.15144
6634.34223,0.06485,0.10259,0.06842,0.17106,0.15153
6633.86005,0.06487,0.10212,0.06857,0.17202,0.15084
6633.37787,0.06438,0.10134,0.06818,0.173,0.14984
6632.89569,0.06354,0.10046,0.06759,0.17391,0.14906
6632.4135,0.06264,0.09968,0.06713,0.1744,0.14873
6631.93132,0.06194,0.09906,0.06692,0.17414,0.14873
6631.44914,0.06165,0.0986,0.06676,0.17309,0.14881
6630.96696,0.06186,0.09834,0.06643,0.17174,0.14884
6630.48478,0.06261,0.09837,0.066,0.17082,0.14888
6630.00259,0.06385,0.0987,0.06583,0.17086,0.14902
6629.52041,0.06541,0.09921,0.06633,0.17174,0.14917
6629.03823,0.06699,0.09967,0.06755,0.17276,0.14898
6628.55605,0.06828,0.09985,0.06906,0.17304,0.14815
6628.07387,0.06907,0.0997,0.07019,0.17225,0.14669
6627.59168,0.06927,0.09944,0.07038,0.17083,0.14514
6627.1095,0.06889,0.09944,0.06951,0.16972,0.14418
6626.62732,0.06802,0.09989,0.06793,0.16968,0.14414
6626.14514,0.06684,0.10067,0.06621,0.17076,0.14472
6625.66296,0.06559,0.10134,0.06488,0.17229,0.1452
6625.18077,0.06454,0.10151,0.0642,0.17343,0.14507
6624.69859,0.06388,0.10106,0.06417,0.17371,0.14436
6624.21641,0.06367,0.10029,0.06463,0.17329,0.14349
6623.73423,0.06389,0.09972,0.06541,0.17262,0.14287
6623.25205,0.06448,0.09978,0.06633,0.17206,0.14254
6622.76986,0.06531,0.10064,0.06708,0.17171,0.14235
6622.28768,0.06617,0.10205,0.06728,0.17143,0.14218
6621.8055,0.06677,0.10347,0.06656,0.17116,0.14214
6621.32332,0.06687,0.10427,0.06491,0.17093,0.14251
6620.84114,0.06655,0.10403,0.06273,0.17086,0.14352
6620.35895,0.06605,0.10281,0.0607,0.171,0.14514
6619.87677,0.06565,0.1011,0.05945,0.17121,0.14698
6619.39459,0.0654,0.0995,0.0593,0.1713,0.1484
6618.91241,0.06525,0.09837,0.06017,0.17114,0.14876
6618.43023,0.06529,0.09774,0.06174,0.17083,0.14787
6617.94804,0.06582,0.09742,0.06354,0.17067,0.14619
6617.46586,0.06704,0.09732,0.06515,0.17094,0.14456
6616.98368,0.06871,0.09757,0.06624,0.17163,0.14362
6616.5015,0.07009,0.09838,0.06674,0.17242,0.14349
6616.01932,0.07039,0.09983,0.06678,0.17288,0.14379
6615.53713,0.06931,0.10161,0.06659,0.17276,0.1441
6615.05495,0.06721,0.10306,0.06633,0.17212,0.14423
6614.57277,0.06477,0.10345,0.06599,0.17121,0.14419
6614.09059,0.06267,0.10243,0.06552,0.1703,0.14405
6613.60841,0.06138,0.10031,0.06498,0.16964,0.14382
6613.12622,0.06124,0.09802,0.06457,0.16942,0.14356
6612.64404,0.06241,0.09668,0.06457,0.16978,0.14343
6612.16186,0.06476,0.09701,0.0651,0.17066,0.14362
6611.67968,0.06773,0.09896,0.06607,0.17188,0.14419
6611.1975,0.07053,0.10172,0.06721,0.17316,0.14501
6610.71531,0.07241,0.10413,0.06825,0.17428,0.14589
6610.23313,0.07311,0.10523,0.06892,0.17508,0.14658
6609.75095,0.07276,0.10473,0.06905,0.17535,0.14689
6609.26877,0.07174,0.10305,0.06857,0.17497,0.14674
6608.78659,0.0704,0.10099,0.06759,0.17401,0.14626
6608.3044,0.06895,0.09933,0.0664,0.17286,0.14576
6607.82222,0.06756,0.09841,0.0653,0.1721,0.14554
6607.34004,0.06636,0.09818,0.06447,0.17212,0.14564
6606.85786,0.06548,0.09835,0.06395,0.17282,0.14576
6606.37568,0.06503,0.09867,0.06378,0.17377,0.14551
6605.89349,0.06513,0.09906,0.06415,0.17459,0.14479
6605.41131,0.06589,0.09956,0.06532,0.17527,0.14386
6604.92913,0.06731,0.10024,0.06738,0.1761,0.14326
6604.44695,0.06915,0.10108,0.06999,0.1773,0.14339
6603.96477,0.07097,0.10199,0.07249,0.17877,0.14431
6603.48258,0.07225,0.10278,0.07422,0.18009,0.14578
6603.0004,0.07269,0.10331,0.07484,0.1808,0.1474
6602.51822,0.07236,0.10352,0.07446,0.18072,0.14885
6602.03604,0.0716,0.10355,0.07343,0.17997,0.14995
6601.55386,0.0709,0.10361,0.07215,0.17884,0.15063
6601.07167,0.07068,0.10381,0.07088,0.17753,0.15086
6600.58949,0.07109,0.10399,0.06981,0.17608,0.15067
6600.10731,0.072,0.10382,0.06896,0.17442,0.15019
6599.62513,0.07293,0.10315,0.06827,0.17255,0.14959
6599.14295,0.0733,0.10224,0.06761,0.1706,0.149
6598.66076,0.07269,0.10166,0.0669,0.16878,0.14837
6598.17858,0.0711,0.10191,0.0662,0.16734,0.14759
6597.6964,0.06899,0.10294,0.06561,0.16646,0.14662
6597.21422,0.06696,0.10409,0.06516,0.16622,0.14557
6596.73204,0.06552,0.10457,0.0648,0.16658,0.14465
6596.24985,0.06496,0.10397,0.06455,0.16744,0.14409
6595.76767,0.06539,0.10255,0.06457,0.16868,0.144
6595.28549,0.06667,0.10095,0.0651,0.1702,0.14437
6594.80331,0.06842,0.09964,0.06608,0.17175,0.14514
6594.32113,0.06994,0.09863,0.06711,0.17298,0.14615
6593.83894,0.07049,0.09768,0.06763,0.17348,0.14714
6593.35676,0.06971,0.09674,0.06736,0.173,0.14784
6592.87458,0.06783,0.09619,0.06655,0.17163,0.14818
6592.3924,0.06556,0.09657,0.06579,0.16985,0.14828
6591.91022,0.0637,0.09813,0.06557,0.16829,0.14835
6591.42803,0.06274,0.1005,0.06591,0.16742,0.14848
6590.94585,0.0628,0.10296,0.06643,0.16743,0.1486
6590.46367,0.06371,0.10484,0.06667,0.16815,0.14857
6589.98149,0.06517,0.10582,0.06632,0.1692,0.1483
6589.49931,0.06682,0.10588,0.06536,0.17019,0.14778
6589.01712,0.06834,0.10516,0.06399,0.17087,0.14706
6588.53494,0.06961,0.10385,0.06265,0.17128,0.14634
6588.05276,0.07073,0.10224,0.06185,0.17157,0.14589
6587.57058,0.07185,0.10073,0.062,0.17184,0.14597
6587.0884,0.07293,0.0997,0.06313,0.17198,0.14659
6586.60621,0.07363,0.09932,0.06474,0.17178,0.14741
6586.12403,0.07355,0.09946,0.06604,0.17113,0.14788
6585.64185,0.07254,0.09985,0.06647,0.17023,0.14761
6585.15967,0.07079,0.10019,0.06608,0.16945,0.14651
6584.67749,0.06879,0.10034,0.0655,0.1691,0.14487
6584.1953,0.06703,0.10034,0.06548,0.16929,0.14322
6583.71312,0.06591,0.10042,0.06637,0.16997,0.14213
6583.23094,0.06571,0.1008,0.06795,0.17103,0.14205
6582.74876,0.06644,0.10158,0.06964,0.17239,0.1431
6582.26658,0.06783,0.10265,0.0709,0.17384,0.14495
6581.78439,0.06928,0.10377,0.07159,0.17509,0.14693
6581.30221,0.07021,0.10459,0.07186,0.17587,0.14832
6580.82003,0.07039,0.10482,0.07192,0.17614,0.1488
6580.33785,0.07008,0.10425,0.07189,0.17616,0.14851
6579.85567,0.06981,0.10291,0.07176,0.17628,0.1479
6579.37348,0.06993,0.10119,0.07147,0.17662,0.1474
6578.8913,0.07032,0.09977,0.07102,0.177,0.14716
6578.40912,0.07052,0.09931,0.07037,0.17706,0.14711
6577.92694,0.07007,0.10004,0.06954,0.17667,0.1471
6577.44476,0.06892,0.10157,0.06856,0.17611,0.1471
6576.96257,0.0675,0.10313,0.06762,0.17594,0.14723
6576.48039,0.0665,0.10412,0.06696,0.17655,0.14764
6575.99821,0.06641,0.10446,0.06677,0.17781,0.1484
6575.51603,0.06715,0.10449,0.067,0.17903,0.14942
6575.03385,0.0681,0.10454,0.06733,0.17941,0.15042
6574.55166,0.06851,0.1046,0.06736,0.1785,0.15107
6574.06948,0.06799,0.10434,0.06683,0.17648,0.15113
6573.5873,0.06679,0.10345,0.0658,0.17404,0.15054
6573.10512,0.06558,0.10198,0.06456,0.17196,0.1495
6572.62294,0.06498,0.10037,0.06343,0.1707,0.14839
6572.14075,0.06519,0.09928,0.06255,0.17027,0.1476
6571.65857,0.06601,0.09917,0.0619,0.17035,0.14741
6571.17639,0.06712,0.10013,0.0615,0.17061,0.14788
6570.69421,0.06822,0.10182,0.06148,0.17087,0.14881
6570.21203,0.06915,0.10363,0.062,0.17118,0.14979
6569.72984,0.06983,0.10493,0.06303,0.17158,0.15032
6569.24766,0.07022,0.10535,0.06426,0.17195,0.14999
